"qualifying","position","displayName","nflId_def","targets","completions","interceptions","completion_perc","interception_perc","e_comp_perc","e_int_perc","completions_saved","completions_saved_per_target","interceptions_created","interceptions_created_per_target","expected_epa","actual_epa","epa_pass_arrived_avg","epa_result_avg","eps_saved_ball_skills","eps_saved_ball_skills_per_target","eps_int_returns","ball_skills_penalties","avg_ball_skills_penalties_eps","PB","eps_saved_ball_skills_per_target_w_penalties","eps_saved_ball_skills_w_penalties","hands_on_ball_plays","hands_on_ball_rate"
1,"CB","Aqib Talib",1302,12,7,1,0.583333333333333,0.0833333333333333,0.785216845833333,0.0162030760675,2.42260215,0.2018835125,0.80556308719,0.2018835125,4.98214026894451,-0.37041274364314,0.415178355745376,-0.0308677286369283,5.35255301258765,0.446046084382304,0.444784790370557,0,0,1,0.446046084382304,5.51553791009667,2,0.166666666666667
1,"CB","Coty Sensabaugh",2532946,16,8,0,0.5,0,0.62097097625,0.06884635704,1.93553562,0.12097097625,-1.10154171264,0.12097097625,6.32880777407495,1.27234591935365,0.395550485879684,0.0795216199596034,5.0564618547213,0.316028865920081,0,0,0,3,0.316028865920081,5.27377505139998,3,0.1875
1,"MLB","Bobby Wagner",2532966,23,17,1,0.739130434782609,0.0434782608695652,0.815573543043478,0.0116673641286957,1.75819149,0.0764431082608696,0.73165062504,0.0764431082608696,1.84298385023847,-2.79878789397351,0.080129732619064,-0.121686430172761,4.64177174421198,0.201816162791825,6.43543324782123,0,0,4,0.201816162791825,4.9541594644376,5,0.217391304347826
1,"LB","Darius Leonard",2560789,36,34,0,0.944444444444444,0,0.898500775277778,0.00247172990252778,-1.65397209,-0.0459436691666668,-0.088982276491,-0.0459436691666668,8.89492583688968,4.91380088377489,0.247081273246935,0.136494468993747,3.98112495311479,0.110586804253188,0,0,0,2,0.110586804253188,4.47007964564183,2,0.0555555555555556
1,"ILB","Darron Lee",2555322,22,16,1,0.727272727272727,0.0454545454545455,0.795627440909091,0.0194595300468182,1.5038037,0.0683547136363636,0.57189033897,0.0683547136363636,2.11408302532683,-2.02726442986993,0.0960946829694011,-0.092148383175906,4.14134745519676,0.188243066145307,1.76553828308001,0,0,0,0.188243066145307,4.44015310062995,1,0.0454545454545455
1,"CB","D.J. Hayden",2539237,17,14,1,0.823529411764706,0.0588235294117647,0.799789551764706,0.0258460194111765,-0.40357762,-0.02373986,0.56061767001,-0.02373986,-1.02347275997569,-4.94669402134901,-0.06020427999857,-0.290982001255824,3.92322126137332,0.230777721257254,-0.279166616762875,0,0,2,0.230777721257254,4.15411653284443,3,0.176470588235294
1,"FS","Harrison Smith",2532948,12,10,0,0.833333333333333,0,0.832976075833333,0.0120600568916667,-0.00428709000000005,-0.000357257500000004,-0.1447206827,-0.000357257500000004,5.0759365124952,1.10982864481598,0.4229947093746,0.0924857204013318,3.96610786767921,0.330508988973268,0,0,0,1,0.330508988973268,4.12909276518823,1,0.0833333333333333
1,"CB","Ronald Darby",2552689,13,10,0,0.769230769230769,0,0.833280076153846,0.0131759188230769,0.83264099,0.0640493069230769,-0.1712869447,0.0640493069230769,9.27528030334781,5.43770269622759,0.713483100257524,0.418284822786738,3.83757760712022,0.295198277470786,0,0,0,2,0.295198277470786,4.01414457942165,2,0.153846153846154
1,"SS","Derwin James",2560760,28,24,1,0.857142857142857,0.0357142857142857,0.833061910357143,0.0179078890257143,-0.674266509999999,-0.0240809467857142,0.49857910728,-0.0240809467857142,5.82595450695842,2.2236584031704,0.208069803819944,0.0794163715418001,3.60229610378802,0.128653432278144,-0.111997900096775,0,0,3,0.128653432278144,3.98259419797572,4,0.142857142857143
1,"ILB","Haason Reddick",2557887,11,9,0,0.818181818181818,0,0.876019060909091,0.00159315055,0.63620967,0.0578372427272727,-0.01752465605,0.0578372427272727,5.03124050277753,1.20850739496958,0.457385500252502,0.109864308633598,3.82273310780794,0.347521191618904,0,0,0,1,0.347521191618904,3.97213593052454,1,0.0909090909090909
1,"CB","Bradley Roby",2543505,15,12,0,0.8,0,0.83306931,0.00549756663866667,0.49603965,0.03306931,-0.08246349958,0.03306931,4.27355866451945,0.651905302167123,0.284903910967963,0.0434603534778082,3.62165336235233,0.241443557490155,0,0,0,2,0.241443557490155,3.8253844842386,2,0.133333333333333
1,"SS","Jamal Adams",2557979,13,9,0,0.692307692307692,0,0.826454954615385,0.01559827026,1.74391441,0.134147262307692,-0.20277751338,0.134147262307692,6.20108264884271,2.69864264867989,0.477006357603285,0.2075878960523,3.50244000016281,0.269418461550986,0,0,0,4,0.269418461550986,3.67900697246425,4,0.307692307692308
1,"FS","Clayton Geathers",2552386,19,16,0,0.842105263157895,0,0.85976574,0.0117326597657895,0.335549060000002,0.0176604768421054,-0.22292053555,0.0176604768421054,9.98239437576096,6.62298479530739,0.52538917767163,0.348578147121442,3.35940958045357,0.176811030550188,0,0,0,1,0.176811030550188,3.61746900150951,1,0.0526315789473684
